COMMENT_ID,TEXT,IS_TOXIC
UJKgdxBJ,Always relaxed on your channel 22.11.2025 🙂,1
dwIjN3FN,Something is causing a huge rise in Autism is the true issue that needs reaserch for sure,0
LAOAVROv,Found this 4 years ago and still using it,1
epvWVJo7,No Wy i get one leidk pis 500,1
MIrnBjJR,What a spineless senator and man.,0
UVng42q7,"Wow!?  So much for a medical degree. Physician do no harm. Fuck that, right. What an amazing surrender of character and personal authority.",0
h3XBLSkx,Any one here November 2025,1
Y4SBMtH9,DAM CALL A SPADE A SPADE. It's important to KNOW who's a LIAR /  PERIOD.,0
1BwIlabQ,Same tune for 3 hours not for me,1
rtLpRWDS,So there’s nothing negative about what JFK is doing you talk out of both sides of your mouth,0
pGOpbPKn,"I am a parent and former Marine who visited the CDC web site when needed, prob 4-6 times a year. I see reports of CDC being gutted and no longer look at web site. RFK jr has everything to do with CDC going stupid, as a whole.",0
24hQS8cd,"Mmm, this is quite soothing 😌",1
CeY7LZKm,"He's right about vaccines being safe, but wrong about Trump
Trump ran on an anti-vaccine platform
Because that is what MAGA wanted",0
rogiCgyv,"These subsidies go to insurance companies. People act like it's a subsidy for poor and working class people. This is just Congress finding ways to give more money to the health insurance companies that fund their campaigns. The only solution to the problem is Medicare for everybody. If you're rich and want supplemental insurance on top of that, great you can spend your expendable income on that.",0
rhXgABwc,56:29 😊😊🎉🎉 56:41 😊,1
MNg2JSLl,Step down Mr. Cassidy,0
cG9VBiRt,OMG Cassidy has to go.  What a political weasel.,0
AKW7H3Yk,that pathetic half smile,0
Tn67FUbR,o matematik ödevinin yetişmeyeceğini anladığında...,1
GAdKFHCW,Yağmur sesi daha cazip geliyor,1
3Ry0BAT8,"So if Bobby lied to congress, that’s perjury…just saying",0
WWlHO5ga,"His responses were bad all the way through but starting at 5:22 it is atrocious. He knows he defended, and continues to defend, the indefeasible and doesn't like being confronted about it.",0
0h3WOsGd,🤬🤬🤬 LIARS!!! WE KNOW THEY DO!!! WE LIVE WITH THE PROOF EVERYDAY!!! 🤬🤬🤬,0
KWsicbSX,So can we lock these two up since they disagree with the government? 😂,0
LUs6oTah,POLSKA ZBIERAMY SIE🇵🇱,1
FXmAeoPi,Pure cowardice the republican party has been castrated by an ignorant fake president 😢,0
0VWzGRY0,Anti vaccine degenerates need to be locked away in special prisons for fraudsters and useful idiots 😊,0
NJ7e6pE6,Rfk jr.is a disgrace to the Kennedy name,0
ZYN3NrES,But Remember idiot that if it wouldn’t be for you we wouldn’t have this crazy person there.,0
KXf1h4K1, @emilys7792  maybe🤭,1
FeCGlYBw,"What a lying SOB.   Under Biden, subsidies were increases due to COVID and increased medical costs.   Having a ""savings account"" for health that is basically a tax shelter won't cover the lost coverage and only benefits people WITH lots of disposable income.",0
hYuprbjv,This music feels like a gentle embrace for the soul 💫 So soothing!,1
WeKX0rwS,And once again scared off answering the questions. Please people vote this fools out because they are the reason why we have crazy people on important positions,0
7IGPEbiw,😊lawpiii ❤🎉,1
4F91jgbn,"Republicans are a terrible joke.  A complete disaster on everything.  ""We are working on it"" is their refrain. Zero solutions",0
UvUJmwZS,Be strong 💪💪,1
qX6uOCbh,🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽,1
JD07enXj,"Been listening 8 years, never gets old, peace to everyone",1
YdFJKP1N,Guto vc tem noção q era um mochileiro sonhando e hoje é um grande empresário q está criando um grande empreendimento. Sucesso pra vc e muito bom quando vc fica filosofando.,1
YxPOkrW3,https://youtu.be/BokdSWC2R68?si=kWljSVSuJ9dBrdv9,0
X4YR2iem,ANYBODY who voted for him during that confirmation hearing should be held accountable.,0
xMj9zal7,typo: elected not erected,0
bI5HU1DG,What is most important is that you stay loyal to the cult. You are insulting the American people by not calling out this nut. And let’s be clear trump believes in money and trump period.,0
926RJMGK,💤💤💤💤💤💤💤💤💤💤💤💤👁👁👁👇👇👇,1
0zEEEaPo,"You're becoming the best version of yourself. Hang in there, and you'll shine brighter than before! :)",1
GF7iaoGM,I love this,1
AgroG7R1,I'm here all the time,1
aWYPjvjN,Can I use this??,1
kP0h4UsC,❤,1
NMLTQ90w,"To anybody reading this, I pray that whatever is hurting you or whatever you are constantly stressing about gets better. May the dark thoughts, the overthinking, and the doubt exit your mind may clarity replace confusion. may peace and calmness fill your life.",1
8REcYIgR,Retire,0
lZSvCkKp,"Sadly, the Democratic Party of her grandfather John F. Kennedy is dead and buried and replaced by an anti-American Marxist Communist Party.",0
ZS4iNgQ0,SICK ASS LIARS,0
mksZgS9I,Every single republican is a conman!,0
FEQP4YUr,You got conned my friend,0
fLm5Ue3b,The experts also said that thalidomide was safe and effective. When did we recently hear this mantra? 😉,0
NfFyoKvB,Embarrassing and unserious person,0
CeJcqXh9,Wong indo November 2025 sapa gie?,1
lNWvOfUS,"Hope everyone is having an amazing day.   The world can be difficult but there's always tomorrow, always a sun rise, and always better days.  Love you all!!",1
4X17LSHs,Yep,1
kM8Y1iel,"DID RFK JUNIOR LIE TO YOU??????

ANSWER V",0
Xx4hOOyI,Anyone here after 21 November 2025?,1
ygJrJfIO,"I wish you the best too, you have a big heart and deserve the best 🖐️💚",1
p92Lfhjh,Too bad the Republicans weren't more concerned with the American citizens over a felon in the WH and voted to keep Kennedy out of this position...the whole damn government (in control now) are the junk drawer cabinet..soon the people should realize these asswopes care more about money than humans....wake up America  !,0
zcTlrdf7,"point of the entire video: Cassidy what are you gonna do? ""I am not gonna do shit and F U for asking"".",0
IFmDys4B,Amazing,1
rnGdj7St,RFK Jr has read more medical studies than everyone in this chat combined. Including these two idiots on the screen,0
dJfJWSc0,"Virtual hugs!! 🤗🤗 To all, just pray for me I really want to be happy, successful and earn respect in my life 🧬,going through downfall 😮",1
FBvuuypn,Democrats drive up healthcare cost and somehow republicans are required to fix it. What a joke.,0
FP7Fhpj4,omfg guys im cooked,1
mDFfTuu3,Goodnight everybody.,1
d1RV5K0I,Cassidy can kiss my entire butt because he didn't chin checked them and is still trying to stay in good graces with the #OrangefacedBastard! Orangeface thinks vaccines are a joke!,0
DBtTjiqR,Another example of GOP cowardice,0
rM6pdRMd,Sakoon ❤,1
zDnV5InH,"I started a new ritual today, and I used this video as my meditation music, not knowing how calming it was going to feel. I have not felt this relaxed in so long. Thank you for this upload!",1
XWIBoJzu,Spineless Doctor and he is not doing what doctors are suppose to do: no harm!  Allowing RFK to continue is against his own oath to his profession.  All the doctors and medically trained people in the legislature need to request for Trump to pull him out of there.,0
n0I6OsUC,Then why did u stand up and make those comments?!?!  Soo fkn weak!!!,0
LyS9c2bk,Spineless.,0
PnwF3ij3,Feeling alone?? Trust me guys it's a kind of peace when you're start enjoying it!!🤍,1
UmpDRStu,"Dr. Cassidy, you enabled JFK.",0
TMESiX9g,Something is killing us all and I'm glad RFK is getting to the bottom of it.,0
S6f2wnwt,"I  will do you know what to get 😏 😂for 😂in this Yandoor Duvet and 😮and the other one of our 767


Edit:my little brother said ts",1
XGL7hsJv,"Remember when Fauci and the CDC lied to us for 4 years regarding Covid? 
Biden and Co even censored experts who disagreed with their conclusions and treatments.",0
70rMewsA,"Here, where I am every night listening to the most relaxing music I’ve known",1
4hZArqqn,Happy birthday to you🎉🎉🎉🎉🎉🎉🎉,1
JmkP2ogO,hi everyone how are you doing today how many times does it is But i'm going to take the rotors to my mechanic and see if I can use them le num isi buxal xala innih ma tan Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta 41:10 41:11 41:12 41:12 41:12 41:12 41:13 41:13,1
LMo2wQIT,So he is going to do nothing!,0
VDWaP59z,"The vaccines are not safe! There is a boat load of evidence, both academic and anecdotal,  that clearly shows high rates of complications and death associated with the RNA vaccines! It's only fake news that keeps pushing this poison, while hiding the facts about it.",0
fdzyIewu,It's ok in life when you get tired to follow your dreams ❤,1
TmXMs2Mv,Prirodu,1
xFwjzY6l,"Nothing and no one good, comes to Washington from or through Louisiana.

How about we quit subsidizing Louisiana? 60% of their state budget comes from the federal government.",0
26oZNKl4,"You confirmed him, Dumbass 
The Republican Party is dead.",0
XPrQqSMs,"RFK Jr. is a walking embarrassment to all Irish people everywhere. I would absolutely LOVE to watch Ken Casey kick his ASS. RFK Jr. had a brainworm that ate some of his brain, defecated in what was left, and then died of malnutrition.",0
FOop7cwn,7 november 2025.....❤❤,1
aq5jvqf2,Cassidy should have been dismissed.,0
UbOr67Mp,Could we in the northeast will trade Philly for New Orleans...Plz....just sayin.....,0
QtQ3d5CL,Any student is here ?,1
F6dCE9M3,Republicans are so sensitive it's laughable.,0
GQgZyNbG,Annoying more than relaxing,1
5qB5j3OH,"Is there something wrong with this fellow RFK Jr. 
He sounds strange when he speaks and looks a little agitated.",0
HEK31hbU,2025,1
VdHncjYP, @RanaUmer-r5k2q  ❤️❤️❤️,1
bdAUigpm,This is what happens when you put party over principles and now we have to suffer under RFK delusions,0
Bt6Ss1Ry,🏁🚩🏴🏳🏳️‍🌈🇦🇱🏴‍☠️🇦🇨🇦🇩🇦🇪🇦🇫🇦🇬🇦🇮🇦🇱🇦🇲🇦🇴🇦🇶🇦🇷🇦🇸🇦🇹🇦🇺🇦🇼🇦🇽🇦🇿🇧🇦🇧🇧🇧🇩🇧🇪🇧🇫🇧🇬🇧🇭🇧🇮🇧🇯🇧🇱🇧🇲🇧🇳🇧🇴🇧🇶🇧🇷🇧🇸🇧🇹🇧🇻🇧🇼🇧🇾🇧🇿🇨🇦🇨🇨🇨🇩🇨🇫🇨🇬🇨🇭🇨🇮🇨🇰🇨🇱🇨🇲🇨🇳🇨🇴🇨🇵🇨🇶🇨🇷🇨🇺🇨🇻🇨🇼🇨🇽🇨🇾🇨🇿🇩🇪🇩🇬🇩🇯🇩🇰🇩🇲🇩🇴🇩🇿🇪🇦🇪🇨🇪🇪🇪🇬🇪🇭🇪🇷🇪🇸🇪🇹🇪🇺🇫🇮🇫🇯🇫🇰🇫🇲🇫🇴🇫🇷🇬🇦🇬🇧🇬🇩🇬🇪🇬🇫🇬🇬🇬🇭🇬🇮🇬🇹🇬🇸🇬🇷🇬🇶🇬🇵🇬🇳🇬🇲🇬🇱🇬🇺🇬🇼🇬🇾🇭🇰🇭🇲🇭🇳🇭🇷🇭🇹🇭🇺🇮🇨🇮🇩🇮🇪🇮🇱🇮🇲🇮🇳🇮🇴🇮🇶🇮🇷🇮🇹🇮🇸🇯🇪🇯🇲🇯🇴🇯🇵🇰🇪🇰🇬🇰🇭🇰🇮🇰🇲🇰🇵🇰🇳🇰🇷🇰🇼🇰🇾🇰🇿🇱🇦🇱🇧🇱🇨🇱🇮🇱🇰🇱🇷🇱🇸🇱🇹🇱🇺🇱🇺🇱🇻🇲🇦🇲🇨🇲🇨🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇿🇼🇻🇺🇹🇿🇺🇬🇻🇬🇴🇲🇶🇦🇶🇦🇵🇱🇴🇲🇳🇱🇳🇵🇳🇷🇵🇼🇵🇹🇳🇬🇵🇹🇷🇺🇴🇲🇷🇸🇵🇲🇵🇸🇳🇫🇷🇼🇹🇩🇹🇯🇹🇳🇸🇾🇺🇦 where are you from?,1
obLxcHr3,Cassidy should be struck off,0
iDgFntzn,What a whimp.,0
71nFTlpb,SUCH A F’ING COWARD. He is responsible too.,0
K1V0BMEc,But Trump said drink Clorox?,0
Nt3nfgDA,Türkiyeden selamlar 👋,1
8ZWv84K9,Amazing,1
fU9IfCCr,"These Republicans are terrified of Trump. They will criticize anyone but Trump. If he agrees vaccines are safe, why allow RFK Jr do that, especially since it represents your government.",0
XuHaSXhS,"Because of human DNA fetal tissue cells vaccines there is a reoccurrences of POLIO and all sicknesses sree never ever going away again because of bovines vaccines and MR-5 HUMAN FETAL TISSUE CELLS with nanotechnology gold particles that accumulate and forks cl blood clots... I try getting in touch with Robert F Kennedy but for some reason Facebook deadquarter of pedophile like Mark Zuckerberg know I know so he and his devils are doing everything to hide My saving words.. woe unto pedophiles as mark Zuckerberg and the pedophile Synagogue of satan who say they are Jews and are not. Woe unto lawmakers who promoting human DNA fetal tissue cells and use their unjust laws to prosecute who knows but one thing I know I and mines will never take it, and we are more healthier than all. If you combined.. We can't die like you all weaklings and you are begging us to be apart of your stinking bumbohole satan medicines that justify murdering babies for medicine so others can live a very short Bloodclaat death and damnation plagued with all the unnecessary health problems. GOD AND CHRIST BE FOR I RAS BERHANIE SELASSIE THE CHAMPION NO POWER ON EARTH CSN EVER EVEN QUESTION ❓... YOU ARE ALL AFRAID OF I",0
nLAkOcGD,"Too bad Cassidy is just another sycophant in the end.  He's supporting a rapist criminal president and he is too cowardly to stand up STRONGLY to this administration in order for things to change.  Why can't he get his ""fellow Republicans"" on board?  Does he try?  It's impossible to respect any of these people who allow this rogue president loose on the public in every terrible way.  Cassidy is still a sycophant.  Why are conservatives so cowardly?  Because they're cowards.  They don't want death threats, so they should resign.  Plenty of democrats get death threats and have no protection, but THEY don't back down.",0
AuBoFEXB,🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊,1
5DFX6d1d,Come from Bangladesh.  এখানে বাংলাদেশের কেউ আছেন??,1
rtDjdI4R,You obviously know very little about the research that's out there.  Medical doctors should know better.  Reading and understanding the research is a must.  Try doing both!,0
nJx8d1Bc,"This audio is so soothing for meditating, I love it, thank you",1
VUCmkVyR,This senator is a complete hypocrite.,0
U5XuVnyX,"You can't save enough in a health aacou b t to a y for a catScan, much less chemo. Ame r ica simply worships money over life. Not sure people know, but Medicare comes with a m o nthly premium, vopays, and donuts. Only Medicaid eliminates those expenses.",0
Q5coSJmW,trust me everything will only get better from here,1
kqYg2m2y,My sister hew sleep,1
lks8T5Vl,"""I'll leave it at that."" What a coward! How people can continue to elect and re-elect these cowards is beyond my comprehension.",0
u5tJKadO,Go cry in the corner Lefty's..,0
6h6Wq20I,Another phony lying politician.,0
jUSb5Rqd,I got so relaxt I couldn’t studi,1
uVqW9CkT,"This is so peaceful. I play it while working, and it seriously clears my head. Been creating my own relaxing tunes lately — nothing fancy, just pure calm energy. Love seeing more creators putting out positive stuff like this.",1
KQXwV9UR,👍🏻,1
P2xEbSC3,almost Dec 2025 ❤,1
VyvYQtjX,So less coverage????? But higher pay but yet the government is going to help cover the extra cost for less coverage 🤔 .so who wins again is insurance company,0
I6wCHdU8,Saying no to minor castration is good,0
YfEfYuvH,Very peaceful,1
VMb0xLf4,I think we should all sleep😴😴,1
O0O2ymVY,I Hope you have beautifull Life ammeen,1
Ifa1r7Gr,"If I were president, anyone making under 200k will have free Healthcare anthing above will get higher the more you make",0
0emo8JnR,"He urges families to do everything they can to take care of their families, but he isn’t. He isn’t doing his job.",0
4rOLFGyi,Keep taking those covid shots,0
8qUHcIHJ,Hi,1
GFCg6SS1,Anyone in 17.11.2025😊😊😊,1
m9zu9xZJ,nice😊,1
R5ci5zv3,"10:35 He sez ""Bronze Plan"" like that is a universal std of care. A ""Bronze Plan"" just means the cheapest option it says nothing of the coverage.  Why not call it a diamond package so we'll get more perceived value. Before you talk price points, talk benefits included so it's value will be evident.",0
PBr9rr0V,Owned by pharma…. Fuck em up!,0
EOxC6vJ1,Trusting a guy that eats road kill is probably a really bad idea.,0
ARCnw9xV,"Nuremberg 2.0
Fauci and the whole vaccine gang - Crimes against humanity.
Sorry, but the death penalty is insufficient punishment.",0
etVRt0xT,America has the fattest and sickest population and we spend more per person on healthcare than any other county in the world!!   YES ITS TIME TO CHANGE OUR WAYS.,0
XTnRaV6U,Does trump think vaccines are safe? His own words and actions suggest this is not the case,0
Ll2RWBCy,Good job not owning your role in RFK Jr buddy. Keeping it classy!,0
HC3LVoc9,"Listen to this every night, great way to clear my head of any negative thoughts and just drift away ❤",1
88Md8wOy,this melody’s a secret garden at dusk. U belong here. May calm n bliss dance thru ur hours. 🌿,1
ct26QDtn,"Cassidy, take accountability for the decision you made to confirm RFK Jr. Shame on you.",0
lqAk6OrN,"I just wanted to say, always belive in yourself no matter what happens in life. 
Everything will be okay the next day when you get enough sleep for the next day. Hope you get more rest and live a lovely life to wake up to the next day. ><
Even though you don't know me, and since I'm a stranger online.. Just, do your best, don't give up. 
All I ask for is to be you and love urself no matter what happens.",1
oXOGzN3s,"The vaccine is a Democrat hoax. Clearly, Robert Kennedy Jr. never had any vaccine, which makes him speak so firmly and forcefully.",0
m3VNYo9E,Vaxxed vs unvaxxed studies show that the unvaccinated are much healthier,0
todvvDNR,"Cassidy is fully responsible for this, he knew this would happen and he chose party over country.",0
uW5bZYk6,Dr Cassidy should be ashamed!,0
WNMyf0kx,Ģhjvh,1
Gbo6bxU8,"In one vote he did more harm to public health and the importance of vaccinations that the entirety of his career as a physician.  He had his moment to show courage, to make a real difference in people's health care, and sadly he was found wanting.  I hope he knows this.",0
OswlIVtE,This soundscape saved my life.,1
U6BABuBe,He voted for him for trump he knew he was unfit children lives in danger cutting cancer  research my sister died of cancer this administration is a joke,0
kVEdGnZc,The comment section is so refreshing💚 love you all,1
VdYDS2Gl,"This guy talks a great deal but refuses to take accountability for confirming RFK, and refuses to even recognize  that RFK lied under oath, and completely dodged the question what he will do to push back. 

Also, does he think invoking
 tR💩mp’s name each time makes his deflection less noticeable? 

What a coward!
What a shame!",0
oKXxRjRH,It’s not fringe!!!  it’s the secretary of health! Its the opposite of fringe. It’s the top. The top of the Republican Party is insane!  And Cassidy is directly responsible for putting it in there.,0
qwjq81md,"To anybody reading this, I pray that whatever is hurting you or whatever you are constantly stressing about gets better. May the dark thoughts, the overthinking, and the doubt exit your mind may clarity replace confusion. may peace and calmness fill your life.",1
BzbO8vDr,Did he say he would offer 1000 to help pay for a 5000 deductible,0
4bU4hodO,😢😢😢😢😢😢😢😢😢😢😢,1
fXHd6epX,Beautiful,1
syI3q99h,"Science is not immune to corruption. There are a lot of good sciences out there, but they’re also a lot of scientist  depending on who’s funding their research stifles the scientific community.",0
1dgx68HY,"Here comes the 1 year firings from Trump, he did it first term.  Only reason he hasnt this time, is there is no one else to hire :D.",0
aFZSVtxV,❤😊November  2025 beautiful thanks,1
aiQ2kU1i,"Does anyone know where THIS BEAUTIFUL GREEN SPACE IS that is the cover photo? I would love to visit it, and sit by that pond for hours, even if just for one day out of my life. SO BEAUTIFUL.  I hope everyone listening to this finds the peace they are looking to find.",1
9Qu2Z3Ik,Anyone here November 2025,1
XLEuRpJ1,It's relaxing looking up at the stars with this music playing.,1
nGks0E4R,"""Don't be misled""....dude, you put this guy in a position of power and now American people are at risk! YOU ARE COMPLICIT!",0
nj2UNZG3,This guest is exhibiting calling card traits of a homosexual,0
UdCEXsrl,"So, $1k in health savings when you have $4k deductible….. oh thank you, I will still be out of pocket of $3k.  Does this guy understand math??",0
TKy3oXUO, @SleepTightBBY  happy Birthday bro,1
R2yEFwsA,💚,1
sijQSuz2,"Hi! From Tunisia 🇹🇳 
☮️peace&love🤍",1
slPidQ8o,"the US surgeon general should resign over the MMR vaccine ban and make this speech: my job is being under mined due to the MMR vaccine ban. every MMR outbreak is like a ICBM hitting that city or town, my responsibility is to the heath of people of the United states, and hopefully my replacement will follow in my foot steps",0
eRqUoFSc,When he talks it makes my throat hurt,0
XZEAql7c,Pls give mi 10 .00 lias,1
FNHAOyCT,"Dud, Cassidy! I dont trust him, but I would like to know about the GOP plan and the others.",0
NW2NJL45,"Right now, there are people all over the world who are just like you. They're either lonely, they're missing somebody, they're depressed, they're hurt, they're scarred from the past, they're having personal issues no one knows about, they have secrets you wouldn't believe. They wish, they dream and they hope. And right now, they are sitting here reading these words, and I'm writing this for you so you dont feel alone anymore. Always remember, don't be depressed about the past, don't worry about the future, and just focus on today. 🖤",1
An53M4WD,"Pani Basiu, sens życia jest taki jaki Pani mu nada. Mimo że jestem młoda to choruje na nerwicę lękową i odkąd się leczę moje wszelkie leki zniknęły. Może warto rozważyć konsultację. Niech Pani sobie sprawdzi medytacje Gosi Mostowskiej ,,na trudny czas” tak się nazywa. Życzę wszystkiego dobrego ❤",1
4MQURMxv, @Takuma-_-Bored  same fyp stop copying meee,1
h9adY2oP,"None of my grandchildren didn't get vaccinated, and they are doing just fine",0
nTmZMu2B,"Why would anyone intelligent listen to and adhere to an unqualified individual on such a critical topic?!  🤔 RFK, Jr should not be in any position besides being bent over for #47!",0
vd5mRkge,"All these wealthy jerks have no clue what it's like to handle an insurance bill, rent, food, kids, gas costs, and trying to get the medical care you need. These small funds they want to give won't help at all in the long run. Its for show because they know they will get hammered mid terms",0
KPTRSw8A,Grow a pair Senator.,0
aBkGP7Xw,"What a coward.
A spineless, gutless coward.",0
35v2Ughm,He is the problem.  Vote!,0
IlUtSQn7,😢😢,1
MmS0RStt,Defective Kennedy. Send it back. Get your money back at Amazon. The wrong Kennedy got the lobotomy.,0
9iqqSCPq,He keeps saying Trump says vaccines are safe then why not fire RFK?,0
LKwLrekN,Tapper is a jabroni,0
y2sySaKN,"Senator Cassidy knows better. He knows that CDC guidance is recognized as the gold standard—not only by organizations across the United States, but by governments around the world. Yet he exploits American ignorance and narrow-mindedness to evade accountability, all while kneeling to Trump and sacrificing our nation’s reputation and integrity. He's a coward for not owning his BS.",0
xrS6i1Ob,"It may be tough right now. You may feel alone and sad. Just know that everything will get better, in time. Just be strong and keep living. Everything will be okay. You matter in more ways than you can imagine. Keep going please. Just keep going.",1
n5IvrYTg,lol he worked all day on it ???  They’ve had since 2016 to “replace” the ACA. Best they’ve had is “concepts” of a plan.  HSA is not the answer - creating a real market for healthcare so patients could shop around would lower prices !,0
RvFVcbcs,"This video is pure magic  the music really touches the soul, and the mood you’ve created is so peaceful and inspiring. Loved every second!",1
3F7Ykkpu,"What a wuss!  The Dr.’s questions during the confirmation hearing were as insincere as RFK Jr’s responses.  Both sounded like they cared but neither had any intention of actually standing up for the science-based facts.  And if the president believed vaccines are safe, why did he nominate this man who doesn’t?!?",0
S6dw2gZW,To get on national TV and not talk around the fact that you made a mistake and to comment what RFK is doing is wild. Republicans are going to pay heavily in the midterms and far beyond that.,0
kxUzsnc4,here 22/11/2025,1
wV68mGYn,Why it's kinda scary 😟,1
HZZ3D9iv,Thank you!,1
wD8k8950,Rick Scott is skilled in ripping off consumers and stuffing dollars into his pocket. He made his wealth and political life by stealing from Medicare and Medicaid and then running off before the law zoomed in.,0
I7Mqd9gi,Noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,1
jreSacn2,"If anyone ever asks about how complicated our health care is, show them this",0
OpHfOnx5,"... Man, get this guy out of my face! Arrest this fool! Look at his face, he knows he did wrong!!! All these clowns will go down in history as a joke and disgrace, not just to the United States, but to the whole world... and the universe will know it!!!!!!! History doesn't forget!!! Whatever they thought they would earn or are getting from siding with the Orange Notorious Convicted Cheater Felon Low-I.Q. Wannabe-Dictator Pathological-Liar Buffoon Draft-Dodger Con ANTI-Truth FAKE-christian Unwittingly-Clown and his republiCON ME[A]GA administration will not be worth it!!! See all of those moronic guys in hell!!!",0
UXMpyQ05,So what is too much of a person's income for healthcare?,0
8bTX8k54,Can I have a hug?,1
MUpkkXpn,Answer the question!! What is wrong with this guy!!,0
8JUBjo92,"Jake!  When you asked the question, he said you asked the wrong question, and proceeded with his irrelevant talking points.  He did say that the 20% administrative and profit charge is his target for consideration.  No client of an insurance company recognizes a 20% ""overcharge"" as the source of the high and impractical insurance rates.  He is obstructing the facts, which are rarely a topic in these discussions.  Insurance for anything is a calculation of past and expected expenses.   In this issue,  health expenses are high, and to pay the providers, the patients' expenses are high.  Why are the heath expenses of US citizens high?   The OBVIOUS factor is the Covid-19 pandemic.  Medical expenses since the vaccine was freely available in 2022 are high because 1.2 million people in the US contracted Covid, got sick and unneccesarily died.  The right-wing MAGA, responding to the desires of employers avoiding disruption of their business, have created several aggressive ways to ""fight"" the pandemic, which has become an incorrect lethal attack on health care, specifically, amplifying a nascent mythology about the historically successful and implemented use of vaccination.  Objectively, the anti-vax ""cause"" did and still does result in the death of Americans; they either know the reality and are desperately defending themselves from liability or they are truly ignorant of the long and established conventions of health care in this country.  You interviewee should have been ""handled"" by the AMA (American Medical Association) who is authorized to perform peer reviews, and is responsible for the interviewees violations of his legal responsibilities to patients.  Instead, he gaslighted you with irrelevancies.

The insurance industries have ways to estimate expenses.  We could have good data on the Covid crisis, but the CDC has obscured that on its web site.  The senator's comments on Measles and Pertussis (whooping coughs) were especially disturbing.  If the present CDC guidelines are executed by physicians, the estimates by us and the insurance companies could predict tens of millions of subsequent deaths in the next few years.  That is why health insurance is an expensive problem.  Whether health expenses are paid directly by patients, by insurance companies or by the government, the result is the same.  The people of the US will pay them as payments to doctors and hospitals, or to insurance companies or as taxes.  The details of how that money flows are very practical, but has no bearing on the morbidity, mortality and suffering of those who require the health care.

That is why it is extremely important to restore the legislated systems that existed because they were created when the laws and institutions were responsive to the oversight and operations of the American people.  A mythologist like RFK is capable of indirectly killing millions MORE people.  The escape from justice experienced by the MAGA anti-vaxers,. holistic medicine and cults is resulting in a continued destruction of health institutions, research and this is an ongoing disaster being promoted in a very un-American and unconstitutional way.

The political environment of today has been confused by the enormous injection of crime and corruption.  We are seeing deliberate incompetence being used to destroy the United States, for the purpose of replacing the Constitution with the post-constitutional government of Project 2025.  The senator talked about an enigmatic 2026 plan, which involves more than the ratification of the crony-government of non-equal participants.  The administration has declared that those opposed to fascism are the ""enemies of the people.""   This week, Trump said that Democrats and Moderates should be declared to be insurrectionists and should be hung.   In terms of public health, it is already an inevitable danger that we have an RFK who is clearly capable of being another Doctor Mengele.  Although the mens rhea is obvious, It is irrelevant.  The absolute fact of increased death and suffering is too high a value to bother to establish motivations for why they are potentially bringing a genocide to the residents of the US.  It is reliably predictable because it is already in progress and THAT is why heath expenses and insurance rates are TOO HIGH  (even ignoring the realities of death and suffering).

It is significant, but also irrelevant, to note that a predominant GOP philosophy that the margins of profit are somehow considered irrelevant in the administration now.   The Senator's talking point about how the ""operations"" of services can absorb expenses regardless of the costs of doing business is the same ""flaw"" in their proposition that consumer items can be significantly reduced regardless of the arbitrary costs applied by tariffs, the new illegal commissions on all imported products.  Opinion can always be derived from facts.  Facts can sometimes be derived from opinion, which is why there are formal methods in any culture to verify competence.  They are substituting authorities of fact validated by experts with authorities of position appointed by higher authorities of position.  The pattern is so pervasive, one can only conclude that it is a fraudulent plan to accomplish goals for an elite subculture.  Corruption always results in failure, because it is inefficient, but in matters of life and death, and matters of individual economic destruction,  there is no time left to tolerate patently fraudulent crimes.  Because the principles of corruption injected in the federal government are not based on facts, these illegitimate institutions can only be restored with direct investigations, and application of justice with indictments.  Nevertheless, this administration will fall like a house of cards as soon as the major infractions are addressed.  The plethora of facts at every level is actually a distraction from the few very significant violations of the Constitution now infiltrating the entire culture of the United States.  There are many in this country who have made careers out of their general contempt.

Our time is our most important asset.  They are wasting our time.  I reserve my remaining time.",0
